DUO_LU_D3_528_L1_1,MV2010_01231_528_L1_1,MV2010_01223_528_L1_1,DUO_LU_D3_528_L1_2,MV2010_01231_528_L1_2,MV2010_01223_528_L1_2,DUO_LU_D3_528_L1_3,MV2010_01231_528_L1_3,MV2010_01223_528_L1_3,DUO_LU_D3_528_L1_4,MV2010_01231_528_L1_4,MV2010_01223_528_L1_4,DUO_LU_D3_528_L1_5,MV2010_01231_528_L1_5,MV2010_01223_528_L1_5,DUO_LU_D3_528_L5_1,MV2010_01231_528_L5_1,MV2010_01223_528_L5_1,DUO_LU_D3_528_L5_2,MV2010_01231_528_L5_2,MV2010_01223_528_L5_2,DUO_LU_D3_528_L5_3,MV2010_01231_528_L5_3,MV2010_01223_528_L5_3
DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0
10247,10083,10116,10253,10072,10049,10254,10229,10195,10251,9946,9954,10252,10067,10038,,,10146,,,10119,,,10130
10250,10082,10122,10249,10073,10052,10256,10228,10194,10250,9941,9955,10249,10066,10032,,,10148,,,10116,,,10134
10247,10083,10113,10247,10074,10052,10252,10229,10191,10248,9945,9951,10258,10067,10040,,,10147,,,10120,,,10130
10240,10077,10117,10246,10076,10055,10254,10232,10192,10251,9943,9947,10256,10064,10036,,,10142,,,10123,,,10132
10243,10082,10119,10247,10073,10049,10253,10234,10189,10248,9948,9949,10255,10065,10040,,,10146,,,10119,,,10135
10247,10084,10119,10245,10075,10049,10251,10227,10198,10251,9944,9951,10254,10063,10034,,,10146,,,10121,,,10131
10245,10081,10116,10247,10073,10054,10253,10227,10188,10251,9945,9956,10251,10065,10035,,,10146,,,10119,,,10131
10249,10082,10119,10247,10076,10054,10255,10233,10191,10255,9945,9953,10253,10063,10037,,,10146,,,10122,,,10137
10253,10080,10125,10242,10075,10054,10253,10230,10194,10259,9949,9950,10259,10067,10037,,,10144,,,10118,,,10135
10250,10080,10117,10246,10078,10054,10252,10230,10191,10252,9946,9954,10255,10065,10037,,,10147,,,10119,,,10132
10247,10085,10119,10241,10075,10052,10251,10238,10194,10257,9943,9953,10253,10064,10032,,,10151,,,10119,,,10138
10245,10084,10116,10248,10076,10051,10253,10235,10195,10260,9947,9953,10250,10062,10039,,,10148,,,10120,,,10132
10245,10085,10118,10248,10073,10052,10257,10231,10199,10250,9942,9952,10251,10063,10040,,,10148,,,10117,,,10135
10247,10086,10117,10245,10078,10051,10253,10234,10193,10251,9945,9952,10250,10061,10039,,,10147,,,10120,,,10134
10248,10084,10112,10247,10077,10047,10253,10232,10192,10253,9940,9951,10250,10067,10039,,,10151,,,10116,,,10135
10244,10085,10117,10245,10072,10051,10251,10231,10192,10258,9942,9953,10252,10061,10026,,,10151,,,10121,,,10137
10247,10087,10118,10247,10074,10054,10254,10230,10192,10255,9937,9954,10253,10060,10048,,,10144,,,10120,,,10135
10248,10085,10119,10241,10080,10054,10256,10233,10189,10259,9942,9949,10253,10063,10034,,,10152,,,10118,,,10131
10247,10086,10117,10245,10078,10056,10251,10233,10195,10254,9943,9948,10254,10064,10037,,,10148,,,10110,,,10136
10250,10085,10111,10239,10075,10055,10253,10236,10193,10253,9940,9948,10254,10063,10040,,,10148,,,10116,,,10133
10248,10087,10118,10239,10075,10052,10252,10233,10193,10255,9944,9947,10251,10061,10039,,,10146,,,10117,,,10134
10248,10085,10111,10244,10075,10053,10251,10234,10193,10255,9940,9950,10250,10059,10041,,,10143,,,10119,,,10132
10246,10085,10115,10252,10074,10054,10254,10234,10193,10249,9943,9947,10250,10061,10035,,,10151,,,10122,,,10132
10246,10087,10108,10254,10073,10056,10257,10235,10196,10256,9942,9946,10255,10061,10040,,,10148,,,10115,,,10134
10249,10087,10111,10246,10073,10054,10261,10235,10193,10258,9938,9951,10253,10061,10037,,,10146,,,10120,,,10129
10249,10087,10111,10242,10075,10052,10258,10233,10193,10254,9939,9952,10256,10060,10038,,,10147,,,10118,,,10135
10246,10085,10109,10250,10073,10055,10257,10233,10191,10252,9937,9946,10249,10068,10039,,,10155,,,10124,,,10132
10248,10085,10111,10249,10077,10054,10255,10234,10194,10257,9942,9951,10256,10067,10043,,,10149,,,10119,,,10129
10248,10082,10112,10252,10074,10052,10256,10231,10193,10255,9939,9946,10259,10067,10043,,,10149,,,10118,,,10128
10249,10085,10112,10242,10071,10054,10247,10235,10192,10254,9938,9945,10253,10065,10039,,,10145,,,10120,,,10129
10247,10083,10108,10244,10073,10050,10258,10229,10187,10254,9941,9944,10256,10067,10038,,,10151,,,10121,,,10131
10246,10083,10109,10246,10071,10053,10257,10231,10189,10254,9939,9949,10257,10065,10034,,,10145,,,10121,,,10130
10248,10084,10113,10245,10071,10051,10253,10233,10195,10258,9937,9943,10260,10064,10041,,,10148,,,10121,,,10130
10249,10083,10111,10244,10073,10051,10256,10229,10191,10253,9936,9951,10258,10065,10038,,,10150,,,10114,,,10141
10251,10087,10110,10243,10077,10055,10251,10230,10189,10254,9933,9949,10256,10064,10037,,,10153,,,10119,,,10130
10248,10084,10103,10250,10073,10053,10247,10234,10191,10252,9936,9947,10257,10064,10043,,,10144,,,10119,,,10135
10252,10089,10103,10248,10075,10052,10250,10231,10191,10250,9936,9947,10254,10062,10037,,,10147,,,10114,,,10132
10247,10085,10106,10243,10075,10051,10252,10231,10187,10253,9937,9942,10259,10066,10038,,,10149,,,10116,,,10132
10249,10084,10102,10245,10075,10051,10253,10229,10192,10252,9937,9948,10255,10067,10038,,,10150,,,10117,,,10136
10250,10084,10104,10242,10073,10050,10254,10227,10194,10249,9932,9946,10259,10062,10037,,,10149,,,10112,,,10132
10252,10079,10104,10248,10072,10054,10257,10229,10192,10251,9933,9943,10259,10067,10035,,,10150,,,10114,,,10131
10249,10084,10104,10245,10075,10053,10253,10225,10188,10249,9933,9945,10259,10064,10039,,,10147,,,10115,,,10138
10241,10085,10101,10248,10075,10054,10249,10227,10191,10248,9934,9943,10257,10067,10043,,,10152,,,10123,,,10132
10248,10085,10101,10249,10076,10058,10251,10229,10188,10250,9933,9943,10259,10067,10040,,,10152,,,10121,,,10131
10240,10087,10101,10251,10077,10054,10250,10230,10197,10250,9934,9947,10257,10068,10044,,,10152,,,10115,,,10132
10245,10086,10099,10246,10076,10050,10253,10228,10190,10251,9934,9951,10259,10066,10044,,,10152,,,10119,,,10136
10245,10081,10099,10248,10073,10049,10249,10229,10188,10253,9930,9949,10258,10061,10040,,,10150,,,10121,,,10132
10245,10082,10096,10247,10079,10051,10254,10229,10186,10255,9931,9949,10264,10065,10038,,,10151,,,10118,,,10137
10245,10083,10096,10244,10081,10054,10250,10229,10189,10253,9935,9951,10268,10063,10041,,,10151,,,10116,,,10128
10245,10084,10096,10250,10077,10058,10254,10232,10192,10252,9931,9947,10263,10068,10040,,,10150,,,10122,,,10131
10249,10081,10099,10253,10078,10055,10253,10230,10192,10254,9935,9948,10265,10063,10036,,,10149,,,10116,,,10134
10250,10083,10099,10252,10078,10055,10253,10235,10185,10254,9931,9949,10259,10067,10047,,,10147,,,10118,,,10133
10246,10083,10094,10251,10079,10053,10254,10235,10193,10259,9932,9951,10259,10063,10042,,,10150,,,10120,,,10133
10246,10079,10093,10248,10081,10053,10258,10232,10195,10258,9931,9947,10258,10064,10038,,,10152,,,10121,,,10131
10249,10081,10096,10249,10079,10050,10254,10229,10190,10255,9930,9945,10253,10068,10042,,,10151,,,10120,,,10131
10249,10080,10093,10250,10078,10055,10257,10228,10193,10254,9935,9947,10256,10069,10040,,,10149,,,10115,,,10129
10249,10077,10097,10244,10082,10057,10259,10233,10188,10254,9934,9941,10253,10054,10037,,,10147,,,10119,,,10127
10245,10079,10094,10249,10077,10055,10261,10229,10187,10253,9932,9951,10257,10076,10036,,,10145,,,10114,,,10129
10249,10075,10096,10247,10079,10052,10256,10229,10193,10251,9932,9944,10257,10067,10039,,,10147,,,10119,,,10131
10250,10076,10091,10247,10075,10057,10261,10230,10185,10254,9930,9944,10251,10069,10046,,,10150,,,10119,,,10129
10247,10075,10096,10244,10076,10056,10258,10229,10186,10255,9929,9943,10250,10071,10043,,,10151,,,10116,,,10129
10249,10074,10094,10246,10080,10059,10261,10227,10189,10251,9929,9939,10253,10067,10037,,,10147,,,10118,,,10129
10250,10075,10093,10242,10080,10059,10258,10227,10189,10251,9929,9943,10256,10064,10041,,,10148,,,10119,,,10133
10254,10077,10092,10239,10079,10057,10257,10225,10190,10242,9931,9946,10258,10065,10038,,,10145,,,10119,,,10128
10250,10074,10093,10244,10079,10056,10258,10226,10185,10252,9932,9940,10256,10067,10043,,,10151,,,10125,,,10130
10251,10072,10089,10247,10075,10060,10260,10228,10192,10256,9927,9945,10256,10068,10041,,,10149,,,10119,,,10133
10250,10075,10093,10245,10076,10059,10258,10223,10193,10251,9931,9942,10260,10068,10042,,,10147,,,10119,,,10131
10247,10073,10091,10245,10075,10058,10258,10230,10194,10257,9931,9945,10259,10071,10043,,,10151,,,10119,,,10130
10253,10071,10087,10246,10077,10054,10256,10229,10191,10253,9931,9949,10254,10069,10045,,,10146,,,10118,,,10133
10252,10069,10088,10247,10076,10059,10254,10230,10190,10254,9929,9943,10256,10070,10045,,,10144,,,10117,,,10134
10244,10068,10085,10244,10081,10057,10255,10230,10184,10250,9929,9945,10256,10072,10048,,,10149,,,10116,,,10133
10256,10068,10089,10245,10077,10056,10255,10226,10189,10250,9929,9944,10251,10067,10042,,,10150,,,10116,,,10131
10249,10069,10085,10252,10077,10057,10255,10227,10188,10250,9925,9939,10250,10071,10042,,,10149,,,10118,,,10133
10248,10067,10082,10252,10079,10057,10254,10229,10188,10254,9929,9933,10258,10069,10038,,,10150,,,10115,,,10137
10248,10068,10083,10253,10077,10056,10257,10228,10185,10247,9931,9942,10257,10071,10038,,,10153,,,10118,,,10138
10249,10071,10083,10249,10080,10055,10249,10227,10188,10251,9927,9942,10258,10068,10046,,,10149,,,10114,,,10133
10251,10067,10085,10248,10076,10057,10256,10225,10189,10249,9928,9937,10254,10073,10041,,,10147,,,10121,,,10134
10247,10065,10086,10251,10082,10060,10251,10225,10188,10254,9928,9941,10252,10073,10041,,,10147,,,10123,,,10129
10250,10065,10084,10248,10076,10058,10251,10225,10181,10252,9927,9945,10255,10073,10037,,,10148,,,10120,,,10132
10252,10065,10078,10243,10082,10060,10250,10229,10185,10254,9927,9940,10259,10071,10039,,,10148,,,10119,,,10132
10247,10067,10081,10247,10079,10058,10251,10225,10183,10255,9929,9941,10252,10070,10042,,,10149,,,10122,,,10132
10247,10063,10081,10245,10078,10061,10254,10225,10187,10254,9931,9939,10255,10065,10039,,,10145,,,10121,,,10136
10256,10063,10083,10244,10079,10058,10255,10223,10185,10255,9930,9935,10257,10070,10044,,,10152,,,10123,,,10135
10247,10060,10082,10246,10077,10056,10253,10222,10181,10257,9931,9943,10255,10071,10044,,,10151,,,10116,,,10130
id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,id_1714,,,id_1714,,,id_1714,,,id_1714
